tanggal,Produk,penjualan
2024-08-04,Americano / ICE,4
2024-08-04,Butterscotch Coffee / ICE,1
2024-08-04,Espresso / ICE,1
2024-08-04,Hazelnut Coffee / HOT,1
2024-08-04,Hazelnut Coffee / ICE,1
2024-08-04,Kopi Aren / HOT,3
2024-08-04,Kopi Aren / ICE,5
2024-08-04,Matcha Coffee / ICE,1
2024-08-04,Salted Caramel Machiato / ICE,1
2024-08-05,Capuccino / ICE,1
2024-08-05,Hazelnut Coffee / ICE,1
2024-08-05,Kopi Aren / HOT,1
2024-08-05,Kopi Aren / ICE,7
2024-08-05,Longblack / HOT,1
2024-08-05,Longblack / ICE,1
2024-08-05,Salted Caramel Machiato / ICE,1
2024-08-06,Americano / ICE,3
2024-08-06,Butterscotch Coffee / ICE,1
2024-08-06,Capuccino / ICE,3
2024-08-06,Kopi Aren / ICE,4
2024-08-06,Matcha Coffee / ICE,1
2024-08-06,Salted Caramel Machiato / ICE,1
2024-08-07,Americano / ICE,1
2024-08-07,Butterscotch Coffee / ICE,2
2024-08-07,Kopi Aren / ICE,5
2024-08-07,Oat Latte / ICE,1
2024-08-07,Salted Caramel Machiato / ICE,2
2024-08-08,Avocado Coffee / ICE,2
2024-08-08,Butterscotch Coffee / ICE,2
2024-08-08,Capuccino / HOT,1
2024-08-08,Capuccino / ICE,2
2024-08-08,Hazelnut Coffee / ICE,2
2024-08-08,Kopi Aren / ICE,3
2024-08-08,Salted Caramel Machiato / HOT,1
2024-08-09,Avocado Coffee / ICE,1
2024-08-09,Capuccino / ICE,1
2024-08-09,Hazelnut Coffee / HOT,2
2024-08-09,Hazelnut Coffee / ICE,2
2024-08-09,Kopi Aren / ICE,8
2024-08-09,Matcha Coffee / ICE,1
2024-08-09,Salted Caramel Machiato / ICE,2
2024-08-10,#NAME?,2
2024-08-10,Americano / ICE,2
2024-08-10,Capuccino / HOT,1
2024-08-10,Capuccino / ICE,2
2024-08-10,Espresso / HOT,1
2024-08-10,Hazelnut Coffee / ICE,1
2024-08-10,Kopi Aren / ICE,6
2024-08-10,Salted Caramel Machiato / ICE,1
2024-08-11,Capuccino / ICE,8
2024-08-11,Espresso / HOT,1
2024-08-11,Espresso / ICE,1
2024-08-11,Kopi Aren / HOT,1
2024-08-11,Kopi Aren / ICE,3
2024-08-11,Manual Brew / Ice,1
2024-08-11,Salted Caramel Machiato / HOT,1
2024-08-11,Signature Coffee / ICE,1
2024-08-12,Capuccino / ICE,1
2024-08-12,Hazelnut Coffee / ICE,2
2024-08-12,Kopi Aren / ICE,5
2024-08-12,Kopi Pandan / ICE,2
2024-08-12,Longblack / HOT,2
2024-08-12,Signature Coffee / ICE,1
2024-08-13,Americano / HOT,1
2024-08-13,Americano / ICE,2
2024-08-13,Butterscotch Coffee / ICE,1
2024-08-13,Hazelnut Coffee / HOT,1
2024-08-13,Kopi Aren / HOT,1
2024-08-13,Kopi Aren / ICE,5
2024-08-14,Americano / HOT,4
2024-08-14,Butterscotch Coffee / ICE,2
2024-08-14,Capuccino / ICE,1
2024-08-14,Kopi Aren / ICE,7
2024-08-15,Americano / HOT,1
2024-08-15,Kopi Aren / ICE,7
2024-08-15,Kopi Pandan / HOT,2
2024-08-15,Kopi Pandan / ICE,1
2024-08-15,Rum Coffee / ICE,1
2024-08-16,Butterscotch Coffee / ICE,1
2024-08-16,Capuccino / HOT,1
2024-08-16,Espresso / ICE,1
2024-08-16,Hazelnut Coffee / ICE,1
2024-08-16,Kopi Aren / ICE,8
2024-08-16,Matcha Coffee / ICE,4
2024-08-16,Signature Coffee / ICE,1
2024-08-17,Americano / ICE,1
2024-08-17,Avocado Coffee / HOT,1
2024-08-17,Butterscotch Coffee / ICE,2
2024-08-17,Capuccino / HOT,2
2024-08-17,Espresso / ICE,2
2024-08-17,Hazelnut Coffee / HOT,2
2024-08-17,Hazelnut Coffee / ICE,1
2024-08-17,Kopi Aren / ICE,2
2024-08-17,Kopi Pandan / ICE,1
2024-08-17,Mocha / ICE,1
2024-08-17,Signature Coffee / ICE,3
2024-08-18,Americano / ICE,3
2024-08-18,Capuccino / HOT,1
2024-08-18,Capuccino / ICE,2
2024-08-18,Hazelnut Coffee / ICE,4
2024-08-18,Kopi Aren / HOT,1
2024-08-18,Kopi Aren / ICE,3
2024-08-19,Americano / ICE,1
2024-08-19,Capuccino / HOT,1
2024-08-19,Capuccino / ICE,2
2024-08-19,Hazelnut Coffee / ICE,2
2024-08-19,Kopi Aren / ICE,4
2024-08-19,Kopi Pandan / ICE,1
2024-08-19,Rum Coffee / ICE,1
2024-08-20,Americano / ICE,1
2024-08-20,Capuccino / ICE,1
2024-08-20,Hazelnut Coffee / ICE,2
2024-08-20,Kopi Aren / ICE,7
2024-08-20,Oat Latte / ICE,1
2024-08-20,Rum Coffee / ICE,1
2024-08-21,Avocado Coffee / ICE,1
2024-08-21,Butterscotch Coffee / ICE,1
2024-08-21,Hazelnut Coffee / ICE,3
2024-08-21,Kopi Aren / ICE,2
2024-08-21,Kopi Pandan / ICE,1
2024-08-21,Rum Coffee / ICE,2
2024-08-22,Americano / HOT,1
2024-08-22,Butterscotch Coffee / ICE,1
2024-08-22,Capuccino / ICE,3
2024-08-22,Hazelnut Coffee / ICE,3
2024-08-22,Kopi Aren / ICE,5
2024-08-23,Americano / ICE,6
2024-08-23,Butterscotch Coffee / ICE,1
2024-08-23,Capuccino / ICE,2
2024-08-23,Hazelnut Coffee / ICE,4
2024-08-23,Kopi Aren / ICE,7
2024-08-23,Longblack / HOT,1
2024-08-24,Butterscotch Coffee / ICE,1
2024-08-24,Capuccino / HOT,1
2024-08-24,Hazelnut Coffee / ICE,3
2024-08-24,Kopi Aren / HOT,2
2024-08-24,Kopi Aren / ICE,6
2024-08-24,Kopi Pandan / ICE,1
2024-08-24,Matcha Coffee / ICE,1
2024-08-24,Mocha / ICE,1
2024-08-24,Salted Caramel Machiato / ICE,2
2024-08-25,Americano / HOT,1
2024-08-25,Americano / ICE,2
2024-08-25,Capuccino / ICE,2
2024-08-25,Hazelnut Coffee / ICE,4
2024-08-25,Kopi Aren / ICE,6
2024-08-25,Matcha Coffee / ICE,1
2024-08-25,Mocha / ICE,1
2024-08-25,Signature Coffee / ICE,1
2024-08-26,Americano / ICE,1
2024-08-26,Avocado Coffee / ICE,1
2024-08-26,Capuccino / HOT,2
2024-08-26,Capuccino / ICE,1
2024-08-26,Hazelnut Coffee / ICE,4
2024-08-26,Kopi Aren / ICE,2
2024-08-26,Longblack / HOT,2
2024-08-26,Salted Caramel Machiato / ICE,1
2024-08-26,Strawberry Coffee / ICE,1
2024-08-27,Americano / ICE,2
2024-08-27,Avocado Coffee / ICE,1
2024-08-27,Capuccino / ICE,1
2024-08-27,Espresso / HOT,1
2024-08-27,Hazelnut Coffee / ICE,3
2024-08-27,Kopi Aren / ICE,1
2024-08-27,Signature Coffee / ICE,2
2024-08-28,Americano / ICE,2
2024-08-28,Capuccino / ICE,1
2024-08-28,Kopi Aren / HOT,2
2024-08-28,Kopi Aren / ICE,10
2024-08-29,Americano / HOT,2
2024-08-29,Americano / ICE,2
2024-08-29,Capuccino / ICE,2
2024-08-29,Kopi Aren / ICE,1
2024-08-29,Salted Caramel Machiato / ICE,3
2024-08-29,Signature Coffee / ICE,1
2024-08-30,Americano / ICE,3
2024-08-30,Butterscotch Coffee / ICE,1
2024-08-30,Capuccino / ICE,4
2024-08-30,Hazelnut Coffee / ICE,1
2024-08-30,Kopi Aren,1
2024-08-30,Kopi Aren / ICE,5
2024-08-30,Rum Coffee / ICE,1
2024-08-30,Signature Coffee / ICE,2
2024-08-31,Americano / ICE,1
2024-08-31,Butterscotch Coffee / ICE,2
2024-08-31,Capuccino / HOT,1
2024-08-31,Capuccino / ICE,2
2024-08-31,Espresso / HOT,3
2024-08-31,Hazelnut Coffee / ICE,1
2024-08-31,Kopi Aren / ICE,4
2024-08-31,Kopi Pandan / ICE,1
2024-08-31,Oat Latte / ICE,1
2024-08-31,Signature Coffee / ICE,1
2024-09-01,Americano / HOT,1
2024-09-01,Americano / ICE,3
2024-09-01,Butterscotch Coffee / ICE,1
2024-09-01,Capuccino / ICE,3
2024-09-01,Hazelnut Coffee / ICE,1
2024-09-01,Kopi Aren / ICE,6
2024-09-01,Salted Caramel Machiato / ICE,2
2024-09-01,Signature Coffee / ICE,1
2024-09-02,Capuccino / HOT,3
2024-09-02,Hazelnut Coffee / ICE,3
2024-09-02,Kopi Aren / HOT,1
2024-09-02,Kopi Aren / ICE,4
2024-09-02,Longblack / HOT,1
2024-09-03,Americano / HOT,1
2024-09-03,Americano / ICE,1
2024-09-03,Butterscotch Coffee / ICE,1
2024-09-03,Capuccino / ICE,4
2024-09-03,Hazelnut Coffee / ICE,1
2024-09-03,Kopi Aren / ICE,6
2024-09-03,Signature Coffee / ICE,1
2024-09-04,Americano / ICE,1
2024-09-04,Avocado Coffee / ICE,3
2024-09-04,Capuccino / HOT,1
2024-09-04,Capuccino / ICE,1
2024-09-04,Espresso / HOT,1
2024-09-04,Hazelnut Coffee / ICE,3
2024-09-04,Kopi Aren / ICE,1
2024-09-04,Kopi Pandan / ICE,1
2024-09-04,Signature Coffee / ICE,1
2024-09-05,Americano / ICE,1
2024-09-05,Capuccino / ICE,1
2024-09-05,Hazelnut Coffee / ICE,2
2024-09-05,Kopi Aren / ICE,2
2024-09-05,Kopi Pandan / ICE,1
2024-09-05,Rum Coffee / ICE,1
2024-09-05,Salted Caramel Machiato / ICE,4
2024-09-06,Americano / ICE,1
2024-09-06,Butterscotch Coffee / ICE,5
2024-09-06,Hazelnut Coffee / ICE,2
2024-09-06,Kopi Aren / ICE,9
2024-09-06,Mocha / ICE,1
2024-09-07,Avocado Coffee / ICE,1
2024-09-07,Capuccino / HOT,1
2024-09-07,Capuccino / ICE,1
2024-09-07,Espresso / HOT,3
2024-09-07,Hazelnut Coffee / ICE,3
2024-09-07,Kopi Aren / HOT,1
2024-09-07,Kopi Aren / ICE,7
2024-09-07,Kopi Pandan / ICE,1
2024-09-07,Salted Caramel Machiato / ICE,1
2024-09-08,Americano / HOT,2
2024-09-08,Americano / ICE,1
2024-09-08,Butterscotch Coffee / ICE,3
2024-09-08,Capuccino / HOT,2
2024-09-08,Capuccino / ICE,3
2024-09-08,Hazelnut Coffee / ICE,1
2024-09-08,Kopi Aren / HOT,1
2024-09-08,Kopi Aren / ICE,4
2024-09-08,Signature Coffee / ICE,1
2024-09-09,Americano / HOT,1
2024-09-09,Americano / ICE,2
2024-09-09,Butterscotch Coffee / ICE,1
2024-09-09,Capuccino / ICE,1
2024-09-09,Kopi Aren / HOT,1
2024-09-09,Kopi Aren / ICE,4
2024-09-09,Salted Caramel Machiato / ICE,1
2024-09-10,Americano / ICE,2
2024-09-10,Capuccino / ICE,4
2024-09-10,Espresso / ICE,1
2024-09-10,Hazelnut Coffee / ICE,2
2024-09-10,Kopi Aren / ICE,3
2024-09-10,Salted Caramel Machiato / ICE,2
2024-09-11,Americano / ICE,2
2024-09-11,Avocado Coffee / ICE,1
2024-09-11,Capuccino / ICE,2
2024-09-11,Hazelnut Coffee / ICE,1
2024-09-11,Kopi Aren / ICE,2
2024-09-11,Matcha Coffee / ICE,2
2024-09-11,Rum Coffee / ICE,2
2024-09-11,Salted Caramel Machiato / ICE,2
2024-09-11,Strawberry Coffee / ICE,1
2024-09-12,Americano / ICE,3
2024-09-12,Capuccino / ICE,2
2024-09-12,Hazelnut Coffee / ICE,2
2024-09-12,Kopi Aren / ICE,4
2024-09-12,Rum Coffee / ICE,1
2024-09-12,Salted Caramel Machiato / ICE,3
2024-09-13,Americano / ICE,5
2024-09-13,Butterscotch Coffee / ICE,1
2024-09-13,Capuccino / ICE,3
2024-09-13,Hazelnut Coffee / ICE,2
2024-09-13,Kopi Aren / ICE,2
2024-09-13,Kopi Pandan / ICE,1
2024-09-13,Matcha Coffee / ICE,1
2024-09-13,Salted Caramel Machiato / ICE,1
2024-09-14,Americano / ICE,2
2024-09-14,Avocado Coffee / ICE,1
2024-09-14,Capuccino / ICE,4
2024-09-14,Espresso / ICE,1
2024-09-14,Hazelnut Coffee / ICE,1
2024-09-14,Kopi Aren / HOT,1
2024-09-14,Kopi Aren / ICE,6
2024-09-14,Signature Coffee / ICE,1
2024-09-14,Strawberry Coffee / ICE,1
2024-09-15,Avocado Coffee / ICE,1
2024-09-15,Butterscotch Coffee / ICE,1
2024-09-15,Capuccino / HOT,1
2024-09-15,Capuccino / ICE,1
2024-09-15,Hazelnut Coffee / ICE,2
2024-09-15,Kopi Aren / ICE,4
2024-09-15,Kopi Pandan / ICE,1
2024-09-15,Manual Brew / Ice,2
2024-09-15,Salted Caramel Machiato / ICE,3
2024-09-16,Hazelnut Coffee / ICE,4
2024-09-16,Kopi Aren / HOT,1
2024-09-16,Kopi Aren / ICE,6
2024-09-16,Kopi aren 10K,2
2024-09-16,Matcha Coffee / ICE,2
2024-09-16,Signature Coffee / ICE,1
2024-09-17,Americano / ICE,2
2024-09-17,Butterscotch Coffee / ICE,3
2024-09-17,Capuccino / ICE,3
2024-09-17,Kopi Aren / ICE,5
2024-09-17,Kopi Pandan / ICE,1
2024-09-17,Signature Coffee / ICE,1
2024-09-18,Americano / ICE,2
2024-09-18,Butterscotch Coffee / ICE,1
2024-09-18,Capuccino / HOT,1
2024-09-18,Kopi Aren / ICE,4
2024-09-18,Salted Caramel Machiato / ICE,2
2024-09-19,Americano / ICE,1
2024-09-19,Capuccino / ICE,3
2024-09-19,Espresso / ICE,1
2024-09-19,Kopi Aren / ICE,4
2024-09-19,Salted Caramel Machiato / ICE,1
2024-09-19,Signature Coffee / ICE,1
2024-09-20,Avocado Coffee / ICE,1
2024-09-20,Butterscotch Coffee / ICE,2
2024-09-20,Capuccino / HOT,1
2024-09-20,Capuccino / ICE,1
2024-09-20,Hazelnut Coffee / ICE,5
2024-09-20,Kopi Aren / HOT,2
2024-09-20,Kopi Aren / ICE,3
2024-09-20,Salted Caramel Machiato / ICE,1
2024-09-20,Strawberry Coffee / HOT,1
2024-09-21,Americano / HOT,3
2024-09-21,Americano / ICE,1
2024-09-21,Butterscotch Coffee / ICE,2
2024-09-21,Capuccino / ICE,3
2024-09-21,Hazelnut Coffee / ICE,1
2024-09-21,Kopi Aren / HOT,2
2024-09-21,Kopi Aren / ICE,4
2024-09-21,Signature Coffee / ICE,6
2024-09-22,Americano / ICE,3
2024-09-22,Capuccino / HOT,2
2024-09-22,Capuccino / ICE,3
2024-09-22,Hazelnut Coffee / ICE,1
2024-09-22,Kopi Aren / ICE,3
2024-09-22,Longblack / ICE,1
2024-09-22,Salted Caramel Machiato,2
2024-09-23,Americano / ICE,3
2024-09-23,Capuccino / HOT,1
2024-09-23,Capuccino / ICE,5
2024-09-23,Kopi Aren / ICE,1
2024-09-23,Salted Caramel Machiato / ICE,1
2024-09-23,Signature Coffee / ICE,3
2024-09-24,Capuccino / HOT,1
2024-09-24,Capuccino / ICE,4
2024-09-24,Hazelnut Coffee / HOT,2
2024-09-24,Hazelnut Coffee / ICE,1
2024-09-24,Kopi Aren / ICE,8
2024-09-24,Salted Caramel Machiato / ICE,1
2024-09-24,Signature Coffee / ICE,1
2024-09-25,Americano / ICE,2
2024-09-25,Avocado Coffee / ICE,1
2024-09-25,Capuccino / ICE,1
2024-09-25,Hazelnut Coffee / ICE,2
2024-09-25,Kopi Aren / ICE,4
2024-09-25,Kopi Pandan / ICE,3
2024-09-25,Salted Caramel Machiato / ICE,1
2024-09-26,Butterscotch Coffee / ICE,4
2024-09-26,Capuccino / ICE,1
2024-09-26,Kopi Aren / ICE,3
2024-09-26,Matcha Coffee / ICE,2
2024-09-26,Salted Caramel Machiato / ICE,1
2024-09-26,Signature Coffee / ICE,1
2024-09-27,Americano / HOT,2
2024-09-27,Americano / ICE,1
2024-09-27,Avocado Coffee / ICE,1
2024-09-27,Capuccino / ICE,3
2024-09-27,Espresso / ICE,2
2024-09-27,Kopi Aren / ICE,6
2024-09-27,Rum Coffee / ICE,1
2024-09-27,Signature Coffee / ICE,1
2024-09-28,Americano / HOT,1
2024-09-28,Americano / ICE,2
2024-09-28,Avocado Coffee / HOT,2
2024-09-28,Avocado Coffee / ICE,1
2024-09-28,Butterscotch Coffee / ICE,2
2024-09-28,Capuccino / ICE,2
2024-09-28,Hazelnut Coffee / ICE,3
2024-09-28,Kopi Aren / ICE,6
2024-09-28,Matcha Coffee / ICE,1
2024-09-28,Salted Caramel Machiato / ICE,1
2024-09-29,Americano / HOT,2
2024-09-29,Americano / ICE,4
2024-09-29,Avocado Coffee / ICE,2
2024-09-29,Butterscotch Coffee / ICE,3
2024-09-29,Hazelnut Coffee / ICE,1
2024-09-29,Kopi Aren / ICE,5
2024-09-29,Matcha Coffee / ICE,2
2024-09-29,Mocha / ICE,1
2024-09-29,Salted Caramel Machiato / ICE,2
2024-09-29,Signature Coffee / ICE,1
2024-09-30,Americano / ICE,2
2024-09-30,Avocado Coffee / ICE,1
2024-09-30,Butterscotch Coffee / ICE,1
2024-09-30,Espresso / HOT,2
2024-09-30,Hazelnut Coffee / ICE,1
2024-09-30,Kopi Aren / ICE,2
2024-09-30,Rum Coffee / ICE,2
2024-09-30,Salted Caramel Machiato / ICE,4
2024-10-01,Americano / ICE,3
2024-10-01,Butterscotch Coffee / ICE,1
2024-10-01,Espresso / ICE,1
2024-10-01,Hazelnut Coffee / ICE,1
2024-10-01,Kopi Aren / ICE,4
2024-10-01,Longblack / ICE,1
2024-10-02,Americano / ICE,1
2024-10-02,Avocado Coffee / ICE,1
2024-10-02,Capuccino,1
2024-10-02,Capuccino / HOT,1
2024-10-02,Kopi Aren / HOT,2
2024-10-02,Kopi Aren / ICE,7
2024-10-02,Kopi Pandan / ICE,3
2024-10-02,Signature Coffee / ICE,1
2024-10-03,Americano / ICE,3
2024-10-03,Capuccino / ICE,2
2024-10-03,Hazelnut Coffee / ICE,5
2024-10-03,Kopi Aren / ICE,3
2024-10-04,Americano / HOT,1
2024-10-04,Americano / ICE,2
2024-10-04,Butterscotch Coffee / ICE,2
2024-10-04,Capuccino / ICE,1
2024-10-04,Hazelnut Coffee / ICE,5
2024-10-04,Kopi Aren / ICE,4
2024-10-04,Rum Coffee / ICE,1
2024-10-05,Americano / HOT,2
2024-10-05,Butterscotch Coffee / ICE,3
2024-10-05,Capuccino / ICE,1
2024-10-05,Espresso / HOT,2
2024-10-05,Hazelnut Coffee / HOT,1
2024-10-05,Kopi Aren / ICE,7
2024-10-05,Kopi Pandan / ICE,1
2024-10-05,Rum Coffee / ICE,2
2024-10-05,Salted Caramel Machiato / ICE,2
2024-10-05,Signature Coffee / ICE,1
2024-10-06,Americano / ICE,1
2024-10-06,Butterscotch Coffee / ICE,2
2024-10-06,Capuccino / ICE,3
2024-10-06,Kopi Aren / HOT,1
2024-10-06,Kopi Aren / ICE,5
2024-10-06,Longblack / ICE,2
2024-10-06,Salted Caramel Machiato / ICE,1
2024-10-07,Americano / ICE,2
2024-10-07,Avocado Coffee / ICE,3
2024-10-07,Butterscotch Coffee / ICE,1
2024-10-07,Capuccino / HOT,1
2024-10-07,Kopi Aren / HOT,3
2024-10-07,Kopi Aren / ICE,4
2024-10-07,Salted Caramel Machiato / ICE,1
2024-10-08,Capuccino / HOT,1
2024-10-08,Capuccino / ICE,3
2024-10-08,Kopi Aren / ICE,8
2024-10-08,Rum Coffee / ICE,1
2024-10-08,Salted Caramel Machiato / ICE,1
2024-10-09,Americano / ICE,4
2024-10-09,Avocado Coffee / ICE,1
2024-10-09,Butterscotch Coffee / ICE,1
2024-10-09,Hazelnut Coffee / ICE,1
2024-10-09,Kopi Aren / ICE,9
2024-10-09,Rum Coffee / ICE,1
2024-10-10,Americano / ICE,1
2024-10-10,Avocado Coffee / ICE,1
2024-10-10,Kopi Aren / HOT,2
2024-10-10,Kopi Aren / ICE,1
2024-10-10,Kopi Pandan,1
2024-10-10,Kopi Pandan / ICE,1
2024-10-10,Strawberry Coffee / HOT,1
2024-10-11,Americano / HOT,2
2024-10-11,Americano / ICE,2
2024-10-11,Avocado Coffee,1
2024-10-11,Avocado Coffee / ICE,1
2024-10-11,Capuccino / ICE,2
2024-10-11,Espresso / HOT,6
2024-10-11,Hazelnut Coffee / ICE,2
2024-10-11,Kopi Aren,2
2024-10-11,Kopi Aren / ICE,7
2024-10-11,Longblack / HOT,1
2024-10-11,Longblack / ICE,1
2024-10-11,Matcha Coffee,2
2024-10-11,Rum Coffee / HOT,1
2024-10-11,Rum Coffee / ICE,1
2024-10-11,Salted Caramel Machiato / ICE,1
2024-10-11,Strawberry Coffee / ICE,1
2024-10-12,Americano / ICE,1
2024-10-12,Avocado Coffee / ICE,3
2024-10-12,Capuccino,1
2024-10-12,Capuccino / HOT,1
2024-10-12,Espresso / HOT,1
2024-10-12,Hazelnut Coffee / ICE,3
2024-10-12,Kopi Aren / ICE,14
2024-10-12,Salted Caramel Machiato / ICE,1
2024-10-13,Americano / ICE,1
2024-10-13,Butterscotch Coffee / ICE,1
2024-10-13,Hazelnut Coffee,1
2024-10-13,Hazelnut Coffee / ICE,2
2024-10-13,Kopi Aren / HOT,2
2024-10-13,Kopi Aren / ICE,6
2024-10-13,Mocha / ICE,1
2024-10-13,Salted Caramel Machiato / HOT,2
2024-10-13,Salted Caramel Machiato / ICE,2
2024-10-14,Americano / HOT,1
2024-10-14,Capuccino / ICE,1
2024-10-14,Hazelnut Coffee / ICE,3
2024-10-14,Kopi Aren / ICE,5
2024-10-14,Salted Caramel Machiato / ICE,1
2024-10-15,Capuccino / ICE,3
2024-10-15,Hazelnut Coffee / ICE,4
2024-10-15,Kopi Aren / ICE,13
2024-10-15,Kopi Pandan / ICE,1
2024-10-15,Matcha Coffee / ICE,3
2024-10-15,Mocha / ICE,1
2024-10-15,Salted Caramel Machiato,1
2024-10-15,Salted Caramel Machiato / ICE,2
2024-10-16,Americano / HOT,1
2024-10-16,Americano / ICE,1
2024-10-16,Capuccino / ICE,1
2024-10-16,Hazelnut Coffee / ICE,2
2024-10-16,Kopi Aren / ICE,6
2024-10-16,Matcha Coffee,1
2024-10-16,Mocha / ICE,1
2024-10-16,Salted Caramel Machiato / ICE,1
2024-10-17,Americano / ICE,1
2024-10-17,Capuccino / HOT,2
2024-10-17,Kopi Aren / ICE,5
2024-10-17,Rum Coffee / ICE,1
2024-10-17,Salted Caramel Machiato / ICE,1
2024-10-18,Butterscotch Coffee / ICE,2
2024-10-18,Capuccino,1
2024-10-18,Capuccino / ICE,2
2024-10-18,Hazelnut Coffee / ICE,1
2024-10-18,Kopi Aren / HOT,1
2024-10-18,Kopi Aren / ICE,3
2024-10-19,Americano,2
2024-10-19,Americano / HOT,1
2024-10-19,Americano / ICE,1
2024-10-19,Butterscotch Coffee / ICE,1
2024-10-19,Capuccino / ICE,2
2024-10-19,Hazelnut Coffee / ICE,4
2024-10-19,Kopi Aren / ICE,8
2024-10-19,Matcha Coffee / ICE,2
2024-10-19,Rum Coffee / ICE,1
2024-10-19,Signature Coffee / ICE,1
2024-10-19,Strawberry Coffee / ICE,1
2024-10-20,Americano,1
2024-10-20,Butterscotch Coffee / ICE,1
2024-10-20,Hazelnut Coffee / ICE,1
2024-10-20,Kopi Aren / HOT,1
2024-10-20,Kopi Aren / ICE,2
2024-10-20,Salted Caramel Machiato / ICE,2
2024-10-21,Americano / ICE,2
2024-10-21,Capuccino / ICE,3
2024-10-21,Espresso / HOT,1
2024-10-21,Hazelnut Coffee / ICE,1
2024-10-21,Kopi Aren / ICE,5
2024-10-21,Salted Caramel Machiato / ICE,1
2024-10-21,Signature Coffee / ICE,1
2024-10-22,Americano / HOT,1
2024-10-22,Americano / ICE,1
2024-10-22,Capuccino / HOT,1
2024-10-22,Capuccino / ICE,2
2024-10-22,Hazelnut Coffee,1
2024-10-22,Hazelnut Coffee / ICE,4
2024-10-22,Kopi Aren / ICE,1
2024-10-22,Longblack / HOT,1
2024-10-22,Rum Coffee / ICE,1
2024-10-22,Salted Caramel Machiato / ICE,3
2024-10-22,Signature Coffee / ICE,1
2024-10-23,Americano / ICE,2
2024-10-23,Avocado Coffee / ICE,1
2024-10-23,Hazelnut Coffee / HOT,1
2024-10-23,Hazelnut Coffee / ICE,2
2024-10-23,Kopi Aren,1
2024-10-23,Kopi Aren / ICE,5
2024-10-23,Kopi Pandan,1
2024-10-23,Rum Coffee / ICE,1
2024-10-23,Signature Coffee / ICE,1
2024-10-24,Americano / ICE,2
2024-10-24,Butterscotch Coffee / ICE,1
2024-10-24,Hazelnut Coffee / ICE,2
2024-10-24,Kopi Aren,1
2024-10-24,Kopi Aren / HOT,1
2024-10-24,Kopi Aren / ICE,4
2024-10-24,Kopi Pandan / ICE,1
2024-10-24,Longblack / HOT,1
2024-10-24,Mocha / ICE,1
2024-10-24,Salted Caramel Machiato / ICE,1
2024-10-25,Americano / ICE,1
2024-10-25,Butterscotch Coffee / ICE,1
2024-10-25,Hazelnut Coffee / ICE,5
2024-10-25,Kopi Aren / ICE,11
2024-10-25,Matcha Coffee / ICE,1
2024-10-25,Rum Coffee / ICE,1
2024-10-25,Salted Caramel Machiato / ICE,4
2024-10-26,Americano / HOT,2
2024-10-26,Americano / ICE,4
2024-10-26,Avocado Coffee / ICE,1
2024-10-26,Capuccino,1
2024-10-26,Capuccino / ICE,3
2024-10-26,Hazelnut Coffee / ICE,2
2024-10-26,Kopi Aren / ICE,3
2024-10-26,Mocha / ICE,1
2024-10-26,Rum Coffee / ICE,2
2024-10-26,Salted Caramel Machiato / ICE,1
2024-10-26,Signature Coffee / ICE,1
2024-10-27,Americano / HOT,1
2024-10-27,Americano / ICE,1
2024-10-27,Espresso / HOT,1
2024-10-27,Hazelnut Coffee / ICE,1
2024-10-27,Kopi Aren / ICE,6
2024-10-27,Salted Caramel Machiato / ICE,1
2024-10-27,Signature Coffee / ICE,1
2024-10-28,Americano / ICE,1
2024-10-28,Capuccino / ICE,1
2024-10-28,Hazelnut Coffee / ICE,1
2024-10-28,Kopi Aren / ICE,3
2024-10-28,Signature Coffee / ICE,1
2024-10-29,Americano / ICE,3
2024-10-29,Butterscotch Coffee / HOT,1
2024-10-29,Capuccino / ICE,1
2024-10-29,Hazelnut Coffee / ICE,1
2024-10-29,Salted Caramel Machiato / ICE,1
2024-10-30,Americano / HOT,1
2024-10-30,Capuccino / HOT,1
2024-10-30,Hazelnut Coffee / ICE,1
2024-10-30,Kopi Aren / ICE,6
2024-10-30,Kopi Pandan / ICE,2
2024-10-30,Salted Caramel Machiato / ICE,1
2024-10-30,Signature Coffee / ICE,1
2024-10-31,Capuccino / ICE,2
2024-10-31,Salted Caramel Machiato / ICE,1
2024-11-01,Butterscotch Coffee,1
2024-11-01,Butterscotch Coffee / ICE,1
2024-11-01,Hazelnut Coffee / HOT,3
2024-11-01,Kopi Aren,1
2024-11-01,Kopi Aren / HOT,2
2024-11-01,Kopi Aren / ICE,16
2024-11-01,Mocha / ICE,1
2024-11-02,Americano / ICE,6
2024-11-02,Butterscotch Coffee / ICE,1
2024-11-02,Capuccino,1
2024-11-02,Capuccino / ICE,2
2024-11-02,Espresso / HOT,1
2024-11-02,Hazelnut Coffee / ICE,2
2024-11-02,Kopi Aren / ICE,6
2024-11-02,Rum Coffee,1
2024-11-02,Signature Coffee / ICE,1
2024-11-03,Capuccino / HOT,1
2024-11-03,Capuccino / ICE,2
2024-11-03,Espresso / HOT,1
2024-11-03,Kopi Aren / HOT,1
2024-11-03,Kopi Aren / ICE,3
2024-11-04,Butterscotch Coffee / ICE,1
2024-11-04,Capuccino / HOT,2
2024-11-04,Capuccino / ICE,1
2024-11-04,Kopi Aren / ICE,5
2024-11-04,Longblack / ICE,1
2024-11-04,Salted Caramel Machiato / ICE,2
