tanggal,Produk,penjualan
2024-08-22,Americano,3
2024-08-22,Capuccino,6
2024-08-22,Hazelnut Coffee,1
2024-08-22,Kopi Aren,10
2024-08-22,Matcha Coffee,1
2024-08-22,Rum Coffee,1
2024-08-22,Signature Coffee,1
2024-08-22,Strawberry Coffee,1
2024-08-23,Americano,2
2024-08-23,Capuccino,10
2024-08-23,Hazelnut Coffee,2
2024-08-23,Kopi Aren,13
2024-08-23,Kopi Pandan,1
2024-08-23,Signature Coffee,1
2024-08-24,Americano,4
2024-08-24,Butterscotch Coffee,3
2024-08-24,Capuccino,4
2024-08-24,Hazelnut Coffee,1
2024-08-24,Kopi Aren,10
2024-08-24,Matcha Coffee,1
2024-08-24,Rum Coffee,2
2024-08-24,Strawberry Coffee,1
2024-08-25,Americano,2
2024-08-25,Butterscotch Coffee,3
2024-08-25,Capuccino,1
2024-08-25,Hazelnut Coffee,3
2024-08-25,Kopi Aren,8
2024-08-25,Kopi Pandan,1
2024-08-25,Matcha Coffee,2
2024-08-25,Rum Coffee,1
2024-08-26,Americano,5
2024-08-26,Hazelnut Coffee,1
2024-08-26,Kopi Aren,6
2024-08-26,Rum Coffee,2
2024-08-26,Signature Coffee,1
2024-08-26,Strawberry Coffee,1
2024-08-27,Americano,3
2024-08-27,Butterscotch Coffee,4
2024-08-27,Capuccino,3
2024-08-27,Kopi Aren,7
2024-08-27,Kopi Pandan,1
2024-08-27,Matcha Coffee,1
2024-08-27,Rum Coffee,1
2024-08-28,Americano,2
2024-08-28,Butterscotch Coffee,2
2024-08-28,Capuccino,2
2024-08-28,Hazelnut Coffee,2
2024-08-28,Kopi Aren,5
2024-08-28,Matcha Coffee,1
2024-08-29,Americano,4
2024-08-29,Butterscotch Coffee,1
2024-08-29,Capuccino,1
2024-08-29,Kopi Aren,3
2024-08-29,Rum Coffee,1
2024-08-30,Americano,4
2024-08-30,Butterscotch Coffee,3
2024-08-30,Capuccino,1
2024-08-30,Kopi Aren,4
2024-08-30,Kopi Pandan,1
2024-08-31,Americano,4
2024-08-31,Avocado Coffee,1
2024-08-31,Capuccino,4
2024-08-31,Hazelnut Coffee,2
2024-08-31,Kopi Aren,11
2024-08-31,Rum Coffee,1
2024-09-01,Americano,1
2024-09-01,Avocado Coffee,1
2024-09-01,Butterscotch Coffee,1
2024-09-01,Capuccino,2
2024-09-01,Espresso,3
2024-09-01,Kopi Aren,14
2024-09-02,Avocado Coffee,1
2024-09-02,Butterscotch Coffee,2
2024-09-02,Capuccino,2
2024-09-02,Hazelnut Coffee,1
2024-09-02,Kopi Aren,3
2024-09-02,Matcha Coffee,1
2024-09-02,Signature Coffee,2
2024-09-03,Americano,6
2024-09-03,Capuccino,4
2024-09-03,Espresso,1
2024-09-03,Hazelnut Coffee,3
2024-09-03,Kopi Aren,10
2024-09-03,Signature Coffee,2
2024-09-04,Americano,3
2024-09-04,Capuccino,3
2024-09-04,Hazelnut Coffee,1
2024-09-04,Kopi Aren,10
2024-09-04,Kopi Pandan,1
2024-09-04,Rum Coffee,1
2024-09-04,Signature Coffee,2
2024-09-05,Americano,2
2024-09-05,Avocado Coffee,1
2024-09-05,Butterscotch Coffee,1
2024-09-05,Capuccino,3
2024-09-05,Kopi Aren,6
2024-09-05,Kopi Pandan,1
2024-09-06,Americano,3
2024-09-06,Avocado Coffee,1
2024-09-06,Butterscotch Coffee,2
2024-09-06,Capuccino,5
2024-09-06,Hazelnut Coffee,4
2024-09-06,Kopi Aren,6
2024-09-06,Matcha Coffee,1
2024-09-06,Signature Coffee,1
2024-09-07,Americano,6
2024-09-07,Capuccino,3
2024-09-07,Hazelnut Coffee,1
2024-09-07,Kopi Aren,9
2024-09-07,Kopi Pandan,1
2024-09-07,Matcha Coffee,1
2024-09-07,Rum Coffee,2
2024-09-07,Signature Coffee,1
2024-09-07,Strawberry Coffee,1
2024-09-08,Americano,11
2024-09-08,Butterscotch Coffee,1
2024-09-08,Capuccino,6
2024-09-08,Hazelnut Coffee,3
2024-09-08,Kopi Aren,12
2024-09-08,Matcha Coffee,1
2024-09-08,Rum Coffee,1
2024-09-08,Signature Coffee,1
2024-09-09,Americano,5
2024-09-09,Butterscotch Coffee,2
2024-09-09,Capuccino,4
2024-09-09,Kopi Aren,5
2024-09-09,Strawberry Coffee,1
2024-09-10,Americano,4
2024-09-10,Capuccino,1
2024-09-10,Hazelnut Coffee,3
2024-09-10,Kopi Aren,8
2024-09-10,Rum Coffee,1
2024-09-10,Signature Coffee,1
2024-09-10,Strawberry Coffee,1
2024-09-11,Americano,8
2024-09-11,Avocado Coffee,1
2024-09-11,Capuccino,7
2024-09-11,Hazelnut Coffee,2
2024-09-11,Kopi Aren,10
2024-09-11,Kopi Pandan,1
2024-09-11,Signature Coffee,5
2024-09-12,Americano,4
2024-09-12,Avocado Coffee,1
2024-09-12,Butterscotch Coffee,1
2024-09-12,Capuccino,3
2024-09-12,Hazelnut Coffee,1
2024-09-12,Kopi Aren,4
2024-09-12,Kopi Pandan,1
2024-09-12,Rum Coffee,1
2024-09-13,Butterscotch Coffee,2
2024-09-13,Capuccino,7
2024-09-13,Hazelnut Coffee,2
2024-09-13,Kopi Aren,15
2024-09-13,Kopi Pandan,1
2024-09-13,Matcha Coffee,1
2024-09-13,Rum Coffee,4
2024-09-13,Signature Coffee,7
2024-09-14,Americano,8
2024-09-14,Butterscotch Coffee,1
2024-09-14,Capuccino,8
2024-09-14,Hazelnut Coffee,2
2024-09-14,Kopi Aren,11
2024-09-14,Kopi Pandan,1
2024-09-15,Americano,5
2024-09-15,Avocado Coffee,3
2024-09-15,Capuccino,4
2024-09-15,Hazelnut Coffee,2
2024-09-15,Kopi Aren,11
2024-09-15,Kopi Pandan,2
2024-09-15,Signature Coffee,4
2024-09-16,Americano,4
2024-09-16,Avocado Coffee,1
2024-09-16,Butterscotch Coffee,2
2024-09-16,Capuccino,1
2024-09-16,Espresso,1
2024-09-16,Hazelnut Coffee,2
2024-09-16,Kopi Aren,4
2024-09-16,Signature Coffee,1
2024-09-17,Americano,4
2024-09-17,Avocado Coffee,1
2024-09-17,Capuccino,3
2024-09-17,Hazelnut Coffee,4
2024-09-17,Kopi Aren,3
2024-09-17,Rum Coffee,1
2024-09-18,Americano,4
2024-09-18,Butterscotch Coffee,3
2024-09-18,Capuccino,3
2024-09-18,Hazelnut Coffee,2
2024-09-18,Kopi Aren,5
2024-09-19,Americano,2
2024-09-19,Butterscotch Coffee,2
2024-09-19,Capuccino,6
2024-09-19,Espresso,1
2024-09-19,Hazelnut Coffee,4
2024-09-19,Kopi Aren,7
2024-09-19,Signature Coffee,1
2024-09-20,Americano,2
2024-09-20,Butterscotch Coffee,2
2024-09-20,Capuccino,2
2024-09-20,Hazelnut Coffee,2
2024-09-20,Kopi Aren,7
2024-09-20,Matcha Coffee,1
2024-09-20,Signature Coffee,1
2024-09-21,Americano,1
2024-09-21,Avocado Coffee,1
2024-09-21,Butterscotch Coffee,1
2024-09-21,Capuccino,3
2024-09-21,Espresso,1
2024-09-21,Hazelnut Coffee,2
2024-09-21,Kopi Aren,10
2024-09-21,Rum Coffee,4
2024-09-22,Americano,10
2024-09-22,Butterscotch Coffee,2
2024-09-22,Capuccino,7
2024-09-22,Espresso,1
2024-09-22,Hazelnut Coffee,4
2024-09-22,Kopi Aren,9
2024-09-22,Kopi Pandan,1
2024-09-22,Oat Latte,1
2024-09-22,Signature Coffee,1
2024-09-23,Americano,7
2024-09-23,Butterscotch Coffee,2
2024-09-23,Capuccino,1
2024-09-23,Hazelnut Coffee,3
2024-09-23,Kopi Aren,3
2024-09-23,Signature Coffee,1
2024-09-24,Americano,1
2024-09-24,Avocado Coffee,1
2024-09-24,Butterscotch Coffee,4
2024-09-24,Hazelnut Coffee,1
2024-09-24,Kopi Aren,10
2024-09-25,Americano,2
2024-09-25,Butterscotch Coffee,3
2024-09-25,Capuccino,3
2024-09-25,Kopi Aren,5
2024-09-26,Avocado Coffee,1
2024-09-26,Capuccino,2
2024-09-26,Kopi Aren,4
2024-09-26,Kopi Pandan,1
2024-09-27,Americano,9
2024-09-27,Butterscotch Coffee,1
2024-09-27,Capuccino,6
2024-09-27,Espresso,1
2024-09-27,Kopi Aren,14
2024-09-27,Matcha Coffee,1
2024-09-27,Rum Coffee,2
2024-09-27,Signature Coffee,3
2024-09-28,Americano,9
2024-09-28,Capuccino,4
2024-09-28,Espresso,1
2024-09-28,Hazelnut Coffee,2
2024-09-28,Kopi Aren,8
2024-09-28,Strawberry Coffee,2
2024-09-29,Americano,6
2024-09-29,Butterscotch Coffee,2
2024-09-29,Capuccino,3
2024-09-29,Kopi Aren,12
2024-09-29,Signature Coffee,1
2024-09-30,Americano,3
2024-09-30,Butterscotch Coffee,2
2024-09-30,Capuccino,5
2024-09-30,Espresso,2
2024-09-30,Hazelnut Coffee,1
2024-09-30,Kopi Aren,11
2024-09-30,Rum Coffee,1
2024-09-30,Signature Coffee,1
2024-10-01,Americano,3
2024-10-01,Avocado Coffee,2
2024-10-01,Butterscotch Coffee,1
2024-10-01,Capuccino,1
2024-10-01,Espresso,1
2024-10-01,Hazelnut Coffee,1
2024-10-01,Kopi Aren,8
2024-10-01,Rum Coffee,1
2024-10-01,Signature Coffee,2
2024-10-02,Americano,5
2024-10-02,Avocado Coffee,1
2024-10-02,Capuccino,5
2024-10-02,Hazelnut Coffee,3
2024-10-02,Kopi Aren,7
2024-10-02,Matcha Coffee,2
2024-10-02,Strawberry Coffee,2
2024-10-03,Americano,4
2024-10-03,Butterscotch Coffee,1
2024-10-03,Capuccino,2
2024-10-03,Espresso,1
2024-10-03,Hazelnut Coffee,1
2024-10-03,Kopi Aren,10
2024-10-03,Kopi Pandan,1
2024-10-03,Matcha Coffee,1
2024-10-03,Signature Coffee,3
2024-10-04,Americano,6
2024-10-04,Avocado Coffee,1
2024-10-04,Butterscotch Coffee,2
2024-10-04,Capuccino,1
2024-10-04,Hazelnut Coffee,3
2024-10-04,Kopi Aren,14
2024-10-04,Kopi Pandan,1
2024-10-04,Rum Coffee,1
2024-10-04,Signature Coffee,4
2024-10-05,Americano,6
2024-10-05,Avocado Coffee,4
2024-10-05,Butterscotch Coffee,3
2024-10-05,Capuccino,4
2024-10-05,Espresso,5
2024-10-05,Hazelnut Coffee,6
2024-10-05,Kopi Aren,20
2024-10-05,Kopi Pandan,3
2024-10-05,Rum Coffee,1
2024-10-05,Signature Coffee,1
2024-10-06,Americano,7
2024-10-06,Avocado Coffee,1
2024-10-06,Butterscotch Coffee,5
2024-10-06,Capuccino,3
2024-10-06,Hazelnut Coffee,1
2024-10-06,Kopi Aren,7
2024-10-06,Kopi Pandan,1
2024-10-06,Matcha Coffee,1
2024-10-06,Signature Coffee,2
2024-10-07,Americano,6
2024-10-07,Avocado Coffee,1
2024-10-07,Capuccino,2
2024-10-07,Hazelnut Coffee,6
2024-10-07,Kopi Aren,6
2024-10-07,Signature Coffee,1
2024-10-08,Americano,6
2024-10-08,Avocado Coffee,1
2024-10-08,Butterscotch Coffee,1
2024-10-08,Capuccino,2
2024-10-08,Hazelnut Coffee,3
2024-10-08,Kopi Aren,9
2024-10-08,Rum Coffee,2
2024-10-08,Signature Coffee,3
2024-10-09,Americano,2
2024-10-09,Butterscotch Coffee,3
2024-10-09,Capuccino,2
2024-10-09,Espresso,1
2024-10-09,Hazelnut Coffee,7
2024-10-09,Kopi Aren,8
2024-10-09,Rum Coffee,1
2024-10-09,Signature Coffee,2
2024-10-10,Americano,1
2024-10-10,Avocado Coffee,2
2024-10-10,Hazelnut Coffee,1
2024-10-10,Kopi Aren,8
2024-10-10,Kopi Pandan,2
2024-10-10,Strawberry Coffee,2
2024-10-11,Americano,4
2024-10-11,Avocado Coffee,2
2024-10-11,Butterscotch Coffee,2
2024-10-11,Capuccino,3
2024-10-11,Espresso,6
2024-10-11,Hazelnut Coffee,2
2024-10-11,Kopi Aren,12
2024-10-11,Matcha Coffee,3
2024-10-11,Rum Coffee,3
2024-10-11,Signature Coffee,1
2024-10-11,Strawberry Coffee,1
2024-10-12,Americano,6
2024-10-12,Avocado Coffee,3
2024-10-12,Capuccino,4
2024-10-12,Espresso,1
2024-10-12,Hazelnut Coffee,5
2024-10-12,Kopi Aren,19
2024-10-12,Kopi Pandan,1
2024-10-12,Strawberry Coffee,1
2024-10-13,Americano,2
2024-10-13,Butterscotch Coffee,3
2024-10-13,Capuccino,1
2024-10-13,Hazelnut Coffee,6
2024-10-13,Kopi Aren,9
2024-10-13,Matcha Coffee,1
2024-10-13,Signature Coffee,1
2024-10-14,Americano,1
2024-10-14,Capuccino,1
2024-10-14,Hazelnut Coffee,3
2024-10-14,Kopi Aren,6
2024-10-14,Kopi Pandan,1
2024-10-15,Americano,2
2024-10-15,Butterscotch Coffee,4
2024-10-15,Capuccino,6
2024-10-15,Hazelnut Coffee,7
2024-10-15,Kopi Aren,17
2024-10-15,Kopi Pandan,1
2024-10-15,Matcha Coffee,3
2024-10-16,Americano,3
2024-10-16,Capuccino,1
2024-10-16,Hazelnut Coffee,4
2024-10-16,Kopi Aren,11
2024-10-16,Matcha Coffee,1
2024-10-16,Rum Coffee,1
2024-10-17,Americano,1
2024-10-17,Capuccino,3
2024-10-17,Hazelnut Coffee,1
2024-10-17,Kopi Aren,8
2024-10-17,Rum Coffee,2
2024-10-18,Americano,2
2024-10-18,Butterscotch Coffee,2
2024-10-18,Capuccino,5
2024-10-18,Hazelnut Coffee,1
2024-10-18,Kopi Aren,6
2024-10-18,Strawberry Coffee,1
2024-10-19,Americano,5
2024-10-19,Butterscotch Coffee,1
2024-10-19,Capuccino,5
2024-10-19,Hazelnut Coffee,8
2024-10-19,Kopi Aren,17
2024-10-19,Kopi Pandan,1
2024-10-19,Matcha Coffee,2
2024-10-19,Rum Coffee,1
2024-10-19,Signature Coffee,1
2024-10-19,Strawberry Coffee,1
2024-10-20,Americano,3
2024-10-20,Butterscotch Coffee,2
2024-10-20,Capuccino,1
2024-10-20,Hazelnut Coffee,2
2024-10-20,Kopi Aren,7
2024-10-21,Americano,3
2024-10-21,Capuccino,3
2024-10-21,Espresso,1
2024-10-21,Hazelnut Coffee,1
2024-10-21,Kopi Aren,9
2024-10-21,Signature Coffee,1
2024-10-22,Americano,5
2024-10-22,Butterscotch Coffee,4
2024-10-22,Capuccino,3
2024-10-22,Hazelnut Coffee,5
2024-10-22,Kopi Aren,7
2024-10-22,Rum Coffee,1
2024-10-22,Signature Coffee,1
2024-10-23,Americano,4
2024-10-23,Avocado Coffee,1
2024-10-23,Capuccino,4
2024-10-23,Hazelnut Coffee,5
2024-10-23,Kopi Aren,11
2024-10-23,Kopi Pandan,1
2024-10-23,Matcha Coffee,1
2024-10-23,Rum Coffee,1
2024-10-23,Signature Coffee,2
2024-10-24,Americano,3
2024-10-24,Butterscotch Coffee,1
2024-10-24,Capuccino,5
2024-10-24,Hazelnut Coffee,3
2024-10-24,Kopi Aren,7
2024-10-24,Kopi Pandan,1
2024-10-25,Americano,2
2024-10-25,Butterscotch Coffee,2
2024-10-25,Capuccino,1
2024-10-25,Hazelnut Coffee,5
2024-10-25,Kopi Aren,17
2024-10-25,Matcha Coffee,1
2024-10-25,Rum Coffee,1
2024-10-26,Americano,7
2024-10-26,Avocado Coffee,1
2024-10-26,Butterscotch Coffee,1
2024-10-26,Capuccino,6
2024-10-26,Hazelnut Coffee,6
2024-10-26,Kopi Aren,7
2024-10-26,Rum Coffee,3
2024-10-26,Signature Coffee,1
2024-10-27,Americano,2
2024-10-27,Capuccino,1
2024-10-27,Espresso,1
2024-10-27,Hazelnut Coffee,3
2024-10-27,Kopi Aren,8
2024-10-27,Rum Coffee,1
2024-10-27,Signature Coffee,1
2024-10-27,Strawberry Coffee,1
2024-10-28,Americano,1
2024-10-28,Butterscotch Coffee,1
2024-10-28,Capuccino,2
2024-10-28,Hazelnut Coffee,1
2024-10-28,Kopi Aren,4
2024-10-28,Matcha Coffee,1
2024-10-28,Rum Coffee,1
2024-10-28,Signature Coffee,1
2024-10-29,Americano,4
2024-10-29,Butterscotch Coffee,1
2024-10-29,Capuccino,2
2024-10-29,Hazelnut Coffee,2
2024-10-29,Signature Coffee,1
2024-10-30,Americano,1
2024-10-30,Avocado Coffee,1
2024-10-30,Capuccino,1
2024-10-30,Hazelnut Coffee,3
2024-10-30,Kopi Aren,30
2024-10-30,Kopi Pandan,2
2024-10-30,Matcha Coffee,1
2024-10-30,Rum Coffee,2
2024-10-30,Signature Coffee,3
2024-10-31,Avocado Coffee,1
2024-10-31,Butterscotch Coffee,2
2024-10-31,Capuccino,2
2024-10-31,Hazelnut Coffee,3
2024-10-31,Kopi Aren,2
2024-11-01,Americano,1
2024-11-01,Butterscotch Coffee,2
2024-11-01,Capuccino,1
2024-11-01,Hazelnut Coffee,3
2024-11-01,Kopi Aren,20
2024-11-01,Matcha Coffee,1
2024-11-02,Americano,6
2024-11-02,Butterscotch Coffee,2
2024-11-02,Capuccino,4
2024-11-02,Espresso,1
2024-11-02,Hazelnut Coffee,6
2024-11-02,Kopi Aren,9
2024-11-02,Kopi Pandan,1
2024-11-02,Matcha Coffee,2
2024-11-02,Rum Coffee,1
2024-11-02,Signature Coffee,2
2024-11-03,Americano,1
2024-11-03,Capuccino,5
2024-11-03,Espresso,1
2024-11-03,Hazelnut Coffee,3
2024-11-03,Kopi Aren,7
2024-11-04,Americano,1
2024-11-04,Avocado Coffee,1
2024-11-04,Butterscotch Coffee,1
2024-11-04,Capuccino,6
2024-11-04,Hazelnut Coffee,2
2024-11-04,Kopi Aren,6
2024-11-04,Rum Coffee,1
2024-11-04,Signature Coffee,4
2024-11-04,Strawberry Coffee,2
2024-11-05,Americano,1
2024-11-05,Butterscotch Coffee,1
2024-11-05,Capuccino,2
2024-11-05,Hazelnut Coffee,3
2024-11-05,Kopi Aren,4
2024-11-05,Signature Coffee,1
2024-11-06,Avocado Coffee,1
2024-11-06,Butterscotch Coffee,1
2024-11-06,Capuccino,2
2024-11-06,Hazelnut Coffee,2
2024-11-06,Kopi Aren,6
2024-11-06,Rum Coffee,2
2024-11-07,Americano,3
2024-11-07,Butterscotch Coffee,1
2024-11-07,Capuccino,1
2024-11-07,Hazelnut Coffee,3
2024-11-07,Kopi Aren,11
2024-11-07,Rum Coffee,1
2024-11-07,Signature Coffee,1
2024-11-08,Americano,1
2024-11-08,Butterscotch Coffee,1
2024-11-08,Capuccino,1
2024-11-08,Hazelnut Coffee,2
2024-11-08,Kopi Aren,6
2024-11-08,Rum Coffee,1
2024-11-09,Americano,7
2024-11-09,Avocado Coffee,1
2024-11-09,Butterscotch Coffee,2
2024-11-09,Capuccino,3
2024-11-09,Hazelnut Coffee,7
2024-11-09,Kopi Aren,14
2024-11-09,Matcha Coffee,1
2024-11-09,Signature Coffee,1
2024-11-10,Americano,3
2024-11-10,Avocado Coffee,1
2024-11-10,Butterscotch Coffee,1
2024-11-10,Capuccino,2
2024-11-10,Hazelnut Coffee,6
2024-11-10,Kopi Aren,4
2024-11-10,Kopi Pandan,2
2024-11-10,Rum Coffee,1
2024-11-10,Signature Coffee,2
2024-11-11,Americano,4
2024-11-11,Avocado Coffee,1
2024-11-11,Butterscotch Coffee,1
2024-11-11,Capuccino,1
2024-11-11,Hazelnut Coffee,2
2024-11-11,Kopi Aren,6
2024-11-12,Americano,2
2024-11-12,Capuccino,2
2024-11-12,Hazelnut Coffee,3
2024-11-12,Kopi Aren,8
2024-11-13,Americano,9
2024-11-13,Butterscotch Coffee,3
2024-11-13,Capuccino,1
2024-11-13,Espresso,1
2024-11-13,Hazelnut Coffee,2
2024-11-13,Kopi Aren,5
2024-11-14,Americano,6
2024-11-14,Avocado Coffee,1
2024-11-14,Hazelnut Coffee,3
2024-11-14,Kopi Aren,5
2024-11-14,Matcha Coffee,1
2024-11-14,Signature Coffee,1
2024-11-15,Americano,2
2024-11-15,Butterscotch Coffee,2
2024-11-15,Capuccino,1
2024-11-15,Hazelnut Coffee,5
2024-11-15,Kopi Aren,8
2024-11-15,Kopi Pandan,1
2024-11-15,Rum Coffee,1
2024-11-16,Americano,4
2024-11-16,Capuccino,1
2024-11-16,Hazelnut Coffee,6
2024-11-16,Kopi Aren,6
2024-11-16,Signature Coffee,1
2024-11-17,Americano,1
2024-11-17,Butterscotch Coffee,1
2024-11-17,Capuccino,2
2024-11-17,Hazelnut Coffee,5
2024-11-17,Kopi Aren,7
2024-11-17,Signature Coffee,1
2024-11-17,Strawberry Coffee,2
2024-11-18,Americano,1
2024-11-18,Capuccino,1
2024-11-18,Kopi Aren,2
2024-11-18,Rum Coffee,1
2024-11-19,Americano,3
2024-11-19,Butterscotch Coffee,2
2024-11-19,Capuccino,2
2024-11-19,Hazelnut Coffee,6
2024-11-19,Kopi Aren,16
2024-11-19,Matcha Coffee,1
2024-11-19,Rum Coffee,1
2024-11-19,Strawberry Coffee,1
2024-11-20,Americano,1
2024-11-20,Capuccino,2
2024-11-20,Hazelnut Coffee,4
2024-11-20,Kopi Aren,9
2024-11-20,Signature Coffee,2
2024-11-21,Avocado Coffee,1
2024-11-21,Butterscotch Coffee,1
2024-11-21,Capuccino,2
2024-11-21,Hazelnut Coffee,2
2024-11-21,Kopi Aren,7
2024-11-21,Matcha Coffee,1
2024-11-21,Signature Coffee,1
2024-11-22,Americano,3
2024-11-22,Butterscotch Coffee,1
2024-11-22,Capuccino,1
2024-11-22,Hazelnut Coffee,4
2024-11-22,Kopi Aren,7
2024-11-22,Matcha Coffee,1
2024-11-22,Signature Coffee,2
2024-11-23,Americano,7
2024-11-23,Avocado Coffee,1
2024-11-23,Capuccino,3
2024-11-23,Espresso,1
2024-11-23,Hazelnut Coffee,3
2024-11-23,Kopi Aren,15
2024-11-23,Kopi Pandan,2
2024-11-23,Matcha Coffee,1
2024-11-24,Americano,1
2024-11-24,Butterscotch Coffee,1
2024-11-24,Kopi Aren,14
2024-11-25,Americano,4
2024-11-25,Avocado Coffee,2
2024-11-25,Butterscotch Coffee,2
2024-11-25,Capuccino,5
2024-11-25,Hazelnut Coffee,1
2024-11-25,Kopi Aren,8
2024-11-25,Kopi Pandan,1
2024-11-25,Matcha Coffee,1
2024-11-26,Americano,2
2024-11-26,Avocado Coffee,1
2024-11-26,Butterscotch Coffee,1
2024-11-26,Capuccino,4
2024-11-26,Hazelnut Coffee,3
2024-11-26,Kopi Aren,10
2024-11-26,Matcha Coffee,1
2024-11-26,Signature Coffee,1
2024-11-26,Strawberry Coffee,1
2024-11-27,Americano,3
2024-11-27,Butterscotch Coffee,1
2024-11-27,Capuccino,1
2024-11-27,Hazelnut Coffee,4
2024-11-27,Kopi Aren,8
2024-11-27,Rum Coffee,1
2024-11-28,Americano,4
2024-11-28,Avocado Coffee,1
2024-11-28,Butterscotch Coffee,2
2024-11-28,Capuccino,7
2024-11-28,Hazelnut Coffee,2
2024-11-28,Kopi Aren,10
2024-11-28,Kopi Pandan,1
2024-11-29,Americano,3
2024-11-29,Butterscotch Coffee,1
2024-11-29,Capuccino,3
2024-11-29,Hazelnut Coffee,2
2024-11-29,Kopi Aren,26
2024-11-29,Kopi Pandan,2
2024-11-29,Matcha Coffee,1
2024-11-29,Signature Coffee,1
2024-11-30,Americano,5
2024-11-30,Butterscotch Coffee,3
2024-11-30,Capuccino,8
2024-11-30,Espresso,1
2024-11-30,Hazelnut Coffee,7
2024-11-30,Kopi Aren,8
2024-11-30,Kopi Pandan,1
2024-11-30,Matcha Coffee,1
2024-11-30,Rum Coffee,2
2024-11-30,Signature Coffee,1
2024-12-01,Americano,5
2024-12-01,Butterscotch Coffee,2
2024-12-01,Capuccino,7
2024-12-01,Hazelnut Coffee,5
2024-12-01,Kopi Aren,1
2024-12-01,Kopi Pandan,2
2024-12-01,Matcha Coffee,1
2024-12-01,Rum Coffee,1
2024-12-01,Signature Coffee,3
2024-12-02,Americano,2
2024-12-02,Butterscotch Coffee,1
2024-12-02,Capuccino,1
2024-12-02,Hazelnut Coffee,3
2024-12-02,Kopi Aren,10
2024-12-02,Matcha Coffee,1
2024-12-02,Rum Coffee,1
2024-12-03,Americano,4
2024-12-03,Butterscotch Coffee,1
2024-12-03,Capuccino,5
2024-12-03,Hazelnut Coffee,4
2024-12-03,Kopi Aren,4
2024-12-03,Kopi Pandan,1
2024-12-03,Matcha Coffee,2
2024-12-03,Signature Coffee,1
2024-12-04,Americano,6
2024-12-04,Capuccino,4
2024-12-04,Hazelnut Coffee,3
2024-12-04,Kopi Aren,11
2024-12-05,Americano,4
2024-12-05,Butterscotch Coffee,1
2024-12-05,Capuccino,3
2024-12-05,Hazelnut Coffee,2
2024-12-05,Kopi Aren,4
2024-12-06,Americano,3
2024-12-06,Avocado Coffee,1
2024-12-06,Butterscotch Coffee,1
2024-12-06,Capuccino,3
2024-12-06,Hazelnut Coffee,5
2024-12-06,Kopi Aren,9
2024-12-06,Matcha Coffee,1
2024-12-06,Strawberry Coffee,1
2024-12-07,Americano,4
2024-12-07,Butterscotch Coffee,1
2024-12-07,Capuccino,4
2024-12-07,Hazelnut Coffee,6
2024-12-07,Kopi Aren,8
2024-12-08,Americano,5
2024-12-08,Capuccino,1
2024-12-08,Hazelnut Coffee,3
2024-12-08,Kopi Aren,10
2024-12-08,Strawberry Coffee,1
2024-12-09,Americano,2
2024-12-09,Avocado Coffee,1
2024-12-09,Butterscotch Coffee,1
2024-12-09,Capuccino,3
2024-12-09,Hazelnut Coffee,2
2024-12-09,Kopi Aren,9
2024-12-10,Americano,4
2024-12-10,Butterscotch Coffee,1
2024-12-10,Capuccino,1
2024-12-10,Hazelnut Coffee,2
2024-12-10,Kopi Aren,9
2024-12-10,Kopi Pandan,1
2024-12-10,Rum Coffee,1
2024-12-10,Signature Coffee,3
2024-12-11,Americano,4
2024-12-11,Butterscotch Coffee,1
2024-12-11,Capuccino,1
2024-12-11,Hazelnut Coffee,1
2024-12-11,Kopi Aren,4
2024-12-11,Matcha Coffee,1
2024-12-12,Americano,1
2024-12-12,Capuccino,3
2024-12-12,Hazelnut Coffee,2
2024-12-12,Kopi Aren,3
2024-12-12,Matcha Coffee,1
2024-12-12,Signature Coffee,1
2024-12-13,Americano,4
2024-12-13,Avocado Coffee,1
2024-12-13,Butterscotch Coffee,4
2024-12-13,Capuccino,1
2024-12-13,Hazelnut Coffee,1
2024-12-13,Kopi Aren,10
2024-12-13,Rum Coffee,2
2024-12-13,Signature Coffee,1
2024-12-14,Americano,5
2024-12-14,Avocado Coffee,2
2024-12-14,Butterscotch Coffee,3
2024-12-14,Capuccino,2
2024-12-14,Hazelnut Coffee,9
2024-12-14,Kopi Aren,9
2024-12-14,Kopi Pandan,1
2024-12-14,Matcha Coffee,3
2024-12-14,Rum Coffee,1
2024-12-14,Signature Coffee,3
2024-12-15,Americano,4
2024-12-15,Capuccino,2
2024-12-15,Hazelnut Coffee,1
2024-12-15,Kopi Aren,6
2024-12-15,Matcha Coffee,1
2024-12-15,Signature Coffee,1
2024-12-16,Americano,2
2024-12-16,Avocado Coffee,1
2024-12-16,Capuccino,2
2024-12-16,Espresso,1
2024-12-16,Kopi Aren,5
2024-12-17,Americano,1
2024-12-17,Avocado Coffee,1
2024-12-17,Butterscotch Coffee,1
2024-12-17,Capuccino,3
2024-12-17,Hazelnut Coffee,5
2024-12-17,Kopi Aren,6
2024-12-17,Signature Coffee,1
2024-12-18,Americano,4
2024-12-18,Avocado Coffee,1
2024-12-18,Capuccino,3
2024-12-18,Hazelnut Coffee,1
2024-12-18,Kopi Aren,10
2024-12-18,Rum Coffee,1
2024-12-19,Butterscotch Coffee,1
2024-12-19,Capuccino,1
2024-12-19,Hazelnut Coffee,1
2024-12-19,Kopi Aren,2
2024-12-20,Americano,6
2024-12-20,Capuccino,3
